model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,roc_auc_ovr_macro
MLP,0.9915730337078652,0.9920249030013389,0.9914684054662496,0.9920249030013389,0.9916915184420123,0.9996338201117076
