class,rank,gene,coef,class_direction_score,abs_coef
CESC,10,MCM5,0.10732939494559776,0.10732939494559776,0.10732939494559776
CESC,11,SMC1A,0.1050015876038901,0.1050015876038901,0.1050015876038901
CESC,12,EIF1AX,0.1034221416387985,0.1034221416387985,0.1034221416387985
CESC,13,MCM2,0.09778923161607195,0.09778923161607195,0.09778923161607195
CESC,14,LCN15,0.09756522238235164,0.09756522238235164,0.09756522238235164
CESC,15,IL20RB,0.09726175846843738,0.09726175846843738,0.09726175846843738
COAD,1,NOX1,0.10180129024263816,0.10180129024263816,0.10180129024263816
COAD,2,HOXB9,0.0948590941816306,0.0948590941816306,0.0948590941816306
COAD,3,RNF43,0.08915280232269528,0.08915280232269528,0.08915280232269528
COAD,4,ADAP1,0.08665327811463572,0.08665327811463572,0.08665327811463572
COAD,5,FERMT1,0.08405354133493192,0.08405354133493192,0.08405354133493192
COAD,6,HEPH,0.07263550937830808,0.07263550937830808,0.07263550937830808
COAD,7,CDCA7,0.0719848198389769,0.0719848198389769,0.0719848198389769
COAD,8,CDH17,0.06857796202038245,0.06857796202038245,0.06857796202038245
COAD,9,CYB5B,0.06621274588952843,0.06621274588952843,0.06621274588952843
COAD,10,EPHB3,0.06585698336791534,0.06585698336791534,0.06585698336791534
COAD,11,FUT3,0.06579685667495841,0.06579685667495841,0.06579685667495841
COAD,12,EPB41L2,0.06455518317218373,0.06455518317218373,0.06455518317218373
COAD,13,LGALS4,0.064207627680086,0.064207627680086,0.064207627680086
COAD,14,PIGR,0.06262142237308317,0.06262142237308317,0.06262142237308317
COAD,15,GPA33,0.05954602384762035,0.05954602384762035,0.05954602384762035
ESCA,1,RPL7,0.20999867998129426,0.20999867998129426,0.20999867998129426
ESCA,2,KRT5,0.1695048429071752,0.1695048429071752,0.1695048429071752
ESCA,3,FABP5,0.14427106147136506,0.14427106147136506,0.14427106147136506
ESCA,4,MALAT1,0.1403038273946026,0.1403038273946026,0.1403038273946026
ESCA,5,RPS12,0.13384241820422468,0.13384241820422468,0.13384241820422468
ESCA,6,DMBT1,0.12304722462290239,0.12304722462290239,0.12304722462290239
ESCA,7,ATRX,0.12223331607760807,0.12223331607760807,0.12223331607760807
ESCA,8,PPFIA1,0.11083180116958473,0.11083180116958473,0.11083180116958473
ESCA,9,SHFM1,0.1107775619920753,0.1107775619920753,0.1107775619920753
ESCA,10,SI,0.10963383036704756,0.10963383036704756,0.10963383036704756
ESCA,11,MORF4L1,0.10924063965332499,0.10924063965332499,0.10924063965332499
ESCA,12,KRAS,0.10830713151826352,0.10830713151826352,0.10830713151826352
ESCA,13,ITPR3,0.10809428244118009,0.10809428244118009,0.10809428244118009
ESCA,14,PRIC285,0.10570593875777168,0.10570593875777168,0.10570593875777168
ESCA,15,EIF1,0.10395893747335051,0.10395893747335051,0.10395893747335051
HNSC,1,ANXA2P2,0.2632484599389078,0.2632484599389078,0.2632484599389078
HNSC,2,EIF5AL1,0.2530473176313265,0.2530473176313265,0.2530473176313265
HNSC,3,PDIA3P,0.19501227296094092,0.19501227296094092,0.19501227296094092
HNSC,4,UBC,0.11325937703032411,0.11325937703032411,0.11325937703032411
HNSC,5,PHF15,0.11243278075349455,0.11243278075349455,0.11243278075349455
HNSC,6,CSTA,0.09484601593224656,0.09484601593224656,0.09484601593224656
HNSC,7,CRNN,0.09433714075375263,0.09433714075375263,0.09433714075375263
HNSC,8,A4GALT,0.08710204456116262,0.08710204456116262,0.08710204456116262
HNSC,9,KREMEN1,0.08666089164449572,0.08666089164449572,0.08666089164449572
HNSC,10,HSPA2,0.0860023858184014,0.0860023858184014,0.0860023858184014
HNSC,11,KRT6C,0.08015825946160032,0.08015825946160032,0.08015825946160032
HNSC,12,EEF1A1P9,0.0797677749072094,0.0797677749072094,0.0797677749072094
HNSC,13,BIRC2,0.07848518442899485,0.07848518442899485,0.07848518442899485
HNSC,14,RPL41,0.07759330261931031,0.07759330261931031,0.07759330261931031
HNSC,15,KRT14,0.07660795535631067,0.07660795535631067,0.07660795535631067
KIRC,1,FLRT3,0.13624168079303708,0.13624168079303708,0.13624168079303708
KIRC,2,GDA,0.11653512626936557,0.11653512626936557,0.11653512626936557
KIRC,3,NDUFA4L2,0.11056507796537549,0.11056507796537549,0.11056507796537549
KIRC,4,FXYD2,0.10545026947004481,0.10545026947004481,0.10545026947004481
KIRC,5,BCL2L1,0.0767047552665443,0.0767047552665443,0.0767047552665443
KIRC,6,CLEC18A,0.07429925016564293,0.07429925016564293,0.07429925016564293
KIRC,7,SLC6A8,0.07395355862708551,0.07395355862708551,0.07395355862708551
KIRC,8,CD59,0.0735284867747766,0.0735284867747766,0.0735284867747766
KIRC,9,UMOD,0.06637105958653429,0.06637105958653429,0.06637105958653429
KIRC,10,GALNT11,0.06546232668294491,0.06546232668294491,0.06546232668294491
KIRC,11,ATP6V1A,0.06424236359811955,0.06424236359811955,0.06424236359811955
KIRC,12,GALNT14,0.0642403468775,0.0642403468775,0.0642403468775
KIRC,13,TNFRSF12A,0.06373329625920209,0.06373329625920209,0.06373329625920209
KIRC,14,BTN3A2,0.06322281255407017,0.06322281255407017,0.06322281255407017
KIRC,15,SNX10,0.06283526813811142,0.06283526813811142,0.06283526813811142
KIRP,1,CYS1,0.10416181341385057,0.10416181341385057,0.10416181341385057
KIRP,2,TNFRSF11B,0.09673286666045386,0.09673286666045386,0.09673286666045386
KIRP,3,TBX2,0.08549510137060023,0.08549510137060023,0.08549510137060023
KIRP,4,GLIS2,0.08139197683705422,0.08139197683705422,0.08139197683705422
KIRP,5,BBOX1,0.08090532313775024,0.08090532313775024,0.08090532313775024
KIRP,6,SLC17A3,0.0753035465054863,0.0753035465054863,0.0753035465054863
KIRP,7,CDH16,0.07287645745147409,0.07287645745147409,0.07287645745147409
KIRP,8,ADAM10,0.07181252680309907,0.07181252680309907,0.07181252680309907
KIRP,9,PLEKHH2,0.07137243798649354,0.07137243798649354,0.07137243798649354
KIRP,10,EVC,0.07126745569322904,0.07126745569322904,0.07126745569322904
KIRP,11,RNF213,0.07088328205745137,0.07088328205745137,0.07088328205745137
KIRP,12,SSH3,0.0694137082778079,0.0694137082778079,0.0694137082778079
KIRP,13,PLCG2,0.06747612037583335,0.06747612037583335,0.06747612037583335
KIRP,14,NADSYN1,0.0664427561167712,0.0664427561167712,0.0664427561167712
KIRP,15,HMOX1,0.06580009014030956,0.06580009014030956,0.06580009014030956
LGG,1,PMP2,0.045580107697972196,0.045580107697972196,0.045580107697972196
LGG,2,DTNA,0.041181670697123876,0.041181670697123876,0.041181670697123876
LGG,3,AQP4,0.04049691473585589,0.04049691473585589,0.04049691473585589
LGG,4,SLC1A3,0.03955703282545455,0.03955703282545455,0.03955703282545455
LGG,5,QKI,0.039370382687004844,0.039370382687004844,0.039370382687004844
LGG,6,FEZ1,0.038245972800423744,0.038245972800423744,0.038245972800423744
LGG,7,DCLK2,0.03730177568743924,0.03730177568743924,0.03730177568743924
LGG,8,PTPRZ1,0.03717818296230554,0.03717818296230554,0.03717818296230554
LGG,9,APBA2,0.0369925685428728,0.0369925685428728,0.0369925685428728
LGG,10,GPM6A,0.03692288451607459,0.03692288451607459,0.03692288451607459
LGG,11,TRIM9,0.03657152382620566,0.03657152382620566,0.03657152382620566
LGG,12,GAP43,0.036545792452757506,0.036545792452757506,0.036545792452757506
LGG,13,MLC1,0.036434936713731804,0.036434936713731804,0.036434936713731804
LGG,14,NELF,0.035901397412691334,0.035901397412691334,0.035901397412691334
LGG,15,NLGN3,0.03570561705407003,0.03570561705407003,0.03570561705407003
LIHC,1,SILV,0.10154929111342874,0.10154929111342874,0.10154929111342874
LIHC,2,REG3G,0.07170800033740077,0.07170800033740077,0.07170800033740077
LIHC,3,CRP,0.0548723480500118,0.0548723480500118,0.0548723480500118
LIHC,4,SLC39A14,0.05210804343001215,0.05210804343001215,0.05210804343001215
LIHC,5,C5,0.049954827643733234,0.049954827643733234,0.049954827643733234
LIHC,6,EXT1,0.04965390949431494,0.04965390949431494,0.04965390949431494
LIHC,7,HABP2,0.049542265265855076,0.049542265265855076,0.049542265265855076
LIHC,8,F10,0.048729637431857716,0.048729637431857716,0.048729637431857716
LIHC,9,TOMM40,0.0483628714249936,0.0483628714249936,0.0483628714249936
LIHC,10,ALDH4A1,0.047497545452525256,0.047497545452525256,0.047497545452525256
LIHC,11,FGFR4,0.04675898071928495,0.04675898071928495,0.04675898071928495
LIHC,12,AGT,0.04565765480885124,0.04565765480885124,0.04565765480885124
LIHC,13,SOD3,0.045206536780249246,0.045206536780249246,0.045206536780249246
LIHC,14,PLIN4,0.04414367836500713,0.04414367836500713,0.04414367836500713
LIHC,15,APOE,0.04400308128437076,0.04400308128437076,0.04400308128437076
LUAD,1,SCGB1A1,0.15237524294099697,0.15237524294099697,0.15237524294099697
LUAD,2,ACAP2,0.11609744111486081,0.11609744111486081,0.11609744111486081
LUAD,3,HMGB3,0.11453827882133813,0.11453827882133813,0.11453827882133813
LUAD,4,SFTA2,0.10260625332233901,0.10260625332233901,0.10260625332233901
LUAD,5,CHIT1,0.10136293922864274,0.10136293922864274,0.10136293922864274
LUAD,6,MAFK,0.09806736492837136,0.09806736492837136,0.09806736492837136
LUAD,7,CXCL17,0.09088611446468166,0.09088611446468166,0.09088611446468166
LUAD,8,SFTPA1,0.09013017236487172,0.09013017236487172,0.09013017236487172
LUAD,9,PLUNC,0.08947742274599538,0.08947742274599538,0.08947742274599538
LUAD,10,PRPS2,0.08719144617721385,0.08719144617721385,0.08719144617721385
LUAD,11,RAI14,0.0867592258270081,0.0867592258270081,0.0867592258270081
LUAD,12,XAGE1D,0.08587500450004686,0.08587500450004686,0.08587500450004686
LUAD,13,LMO7,0.08393683399273787,0.08393683399273787,0.08393683399273787
LUAD,14,SFTPA2,0.08293147493116174,0.08293147493116174,0.08293147493116174
LUAD,15,SFTPB,0.08274746886315199,0.08274746886315199,0.08274746886315199
LUSC,1,AGER,0.1547727465031797,0.1547727465031797,0.1547727465031797
LUSC,2,SLC2A3,0.12828607282696905,0.12828607282696905,0.12828607282696905
LUSC,3,C20orf114,0.11553930647644729,0.11553930647644729,0.11553930647644729
LUSC,4,PDCD6,0.10781377573992099,0.10781377573992099,0.10781377573992099
LUSC,5,FMO2,0.10425414623075308,0.10425414623075308,0.10425414623075308
LUSC,6,LAMP3,0.10327032236193415,0.10327032236193415,0.10327032236193415
LUSC,7,CYP24A1,0.1030029066124287,0.1030029066124287,0.1030029066124287
LUSC,8,PTGS2,0.09986680035304564,0.09986680035304564,0.09986680035304564
LUSC,9,ABCA3,0.09941412834652345,0.09941412834652345,0.09941412834652345
LUSC,10,ADAM6,0.09696969150387239,0.09696969150387239,0.09696969150387239
LUSC,11,WNT7B,0.09692927967414752,0.09692927967414752,0.09692927967414752
LUSC,12,CYP1A1,0.0953512914732136,0.0953512914732136,0.0953512914732136
LUSC,13,SFTPD,0.09173719974803744,0.09173719974803744,0.09173719974803744
LUSC,14,IGSF9,0.0895499860205114,0.0895499860205114,0.0895499860205114
LUSC,15,PVRL1,0.08811965849194028,0.08811965849194028,0.08811965849194028
OV,1,WT1,0.11767181069585256,0.11767181069585256,0.11767181069585256
OV,2,PTGS1,0.09035017494804648,0.09035017494804648,0.09035017494804648
OV,3,VTCN1,0.08135134359159257,0.08135134359159257,0.08135134359159257
OV,4,FBXO21,0.08079338897655028,0.08079338897655028,0.08079338897655028
OV,5,MEIS1,0.07851082694288561,0.07851082694288561,0.07851082694288561
OV,6,BRD4,0.07355955857302016,0.07355955857302016,0.07355955857302016
OV,7,CD47,0.0701629473659596,0.0701629473659596,0.0701629473659596
OV,8,MEST,0.06862136529194535,0.06862136529194535,0.06862136529194535
OV,9,RCC1,0.06762424320010255,0.06762424320010255,0.06762424320010255
OV,10,EMX2,0.06708194421421465,0.06708194421421465,0.06708194421421465
OV,11,ATP6V1B1,0.06690689469136576,0.06690689469136576,0.06690689469136576
OV,12,NPR1,0.06679573496980341,0.06679573496980341,0.06679573496980341
OV,13,C2orf88,0.06596027024337789,0.06596027024337789,0.06596027024337789
OV,14,SPON1,0.0635664460949926,0.0635664460949926,0.0635664460949926
OV,15,CLIC5,0.06351250841813409,0.06351250841813409,0.06351250841813409
PAAD,1,ABCC8,0.15583505036926298,0.15583505036926298,0.15583505036926298
PAAD,2,INS,0.15439271601704466,0.15439271601704466,0.15439271601704466
PAAD,3,GCG,0.121762557599747,0.121762557599747,0.121762557599747
PAAD,4,CFTR,0.11992927559291515,0.11992927559291515,0.11992927559291515
PAAD,5,CRISPLD2,0.10957218011528823,0.10957218011528823,0.10957218011528823
PAAD,6,SCGN,0.09697049216440728,0.09697049216440728,0.09697049216440728
PAAD,7,TCN1,0.09339059494441533,0.09339059494441533,0.09339059494441533
PAAD,8,ATP2A3,0.09290826985953536,0.09290826985953536,0.09290826985953536
PAAD,9,C6orf58,0.09251782506673929,0.09251782506673929,0.09251782506673929
PAAD,10,ERO1LB,0.09106523027432745,0.09106523027432745,0.09106523027432745
PAAD,11,SFRP2,0.08964509577112763,0.08964509577112763,0.08964509577112763
PAAD,12,MMP7,0.08430803193099942,0.08430803193099942,0.08430803193099942
PAAD,13,PPY,0.08171889016826935,0.08171889016826935,0.08171889016826935
PAAD,14,ANXA4,0.08143451527450621,0.08143451527450621,0.08143451527450621
PAAD,15,ANXA10,0.08039809716607259,0.08039809716607259,0.08039809716607259
PCPG,1,ARHGAP36,0.06558379425644813,0.06558379425644813,0.06558379425644813
PCPG,2,JPH4,0.06375263151453277,0.06375263151453277,0.06375263151453277
PCPG,3,CHGA,0.06314016412077605,0.06314016412077605,0.06314016412077605
PCPG,4,STMN2,0.06165503930068152,0.06165503930068152,0.06165503930068152
PCPG,5,DLK1,0.05609517139580609,0.05609517139580609,0.05609517139580609
PCPG,6,CHRNA3,0.05424211042742912,0.05424211042742912,0.05424211042742912
PCPG,7,RGS5,0.05332888593247871,0.05332888593247871,0.05332888593247871
PCPG,8,DBH,0.052784413108040724,0.052784413108040724,0.052784413108040724
PCPG,9,PHOX2A,0.05223702919435202,0.05223702919435202,0.05223702919435202
PCPG,10,L1CAM,0.0518891465328014,0.0518891465328014,0.0518891465328014
PCPG,11,TH,0.050525780774352096,0.050525780774352096,0.050525780774352096
PCPG,12,HAND2,0.05049368616363837,0.05049368616363837,0.05049368616363837
PCPG,13,NBLA00301,0.04894279427197795,0.04894279427197795,0.04894279427197795
PCPG,14,TMEM130,0.048221544100545556,0.048221544100545556,0.048221544100545556
PCPG,15,ATP6V1B2,0.047223375631551365,0.047223375631551365,0.047223375631551365
PRAD,1,NKX3-1,0.05589585935386374,0.05589585935386374,0.05589585935386374
PRAD,2,HOXB13,0.0535329325789481,0.0535329325789481,0.0535329325789481
PRAD,3,STEAP1,0.052255956754921354,0.052255956754921354,0.052255956754921354
PRAD,4,C11orf92,0.04822589640623514,0.04822589640623514,0.04822589640623514
PRAD,5,STEAP2,0.04581724638262167,0.04581724638262167,0.04581724638262167
PRAD,6,TARP,0.045409787132327024,0.045409787132327024,0.045409787132327024
PRAD,7,TMPRSS2,0.04339596476968492,0.04339596476968492,0.04339596476968492
PRAD,8,PPP3CA,0.043368761660246676,0.043368761660246676,0.043368761660246676
PRAD,9,TRPV6,0.043215950231008306,0.043215950231008306,0.043215950231008306
PRAD,10,CAB39L,0.0426375621500704,0.0426375621500704,0.0426375621500704
PRAD,11,KLK4,0.04079500442141752,0.04079500442141752,0.04079500442141752
PRAD,12,KLK2,0.03973995415109277,0.03973995415109277,0.03973995415109277
PRAD,13,SLC45A3,0.03911690485668886,0.03911690485668886,0.03911690485668886
PRAD,14,C19orf48,0.03825907779043446,0.03825907779043446,0.03825907779043446
PRAD,15,ANKH,0.037747307324314285,0.037747307324314285,0.037747307324314285
SARC,1,CXCL12,0.09198187946399378,0.09198187946399378,0.09198187946399378
SARC,2,NGFR,0.08006040282271654,0.08006040282271654,0.08006040282271654
SARC,3,KANK2,0.07152893019035433,0.07152893019035433,0.07152893019035433
SARC,4,EMP3,0.0681417061398409,0.0681417061398409,0.0681417061398409
SARC,5,SEMA3B,0.06720194129832392,0.06720194129832392,0.06720194129832392
SARC,6,FGFR1,0.06435286360415583,0.06435286360415583,0.06435286360415583
SARC,7,CTSK,0.06320717611652134,0.06320717611652134,0.06320717611652134
SARC,8,PRRX1,0.06319190441098058,0.06319190441098058,0.06319190441098058
SARC,9,PDIA3P,0.0602657118275141,0.0602657118275141,0.0602657118275141
SARC,10,CHRDL1,0.058569797370733395,0.058569797370733395,0.058569797370733395
SARC,11,METRNL,0.057887571178338953,0.057887571178338953,0.057887571178338953
SARC,12,RAB23,0.0571672961015659,0.0571672961015659,0.0571672961015659
SARC,13,VASN,0.05598883956269455,0.05598883956269455,0.05598883956269455
SARC,14,COMP,0.055582284675512385,0.055582284675512385,0.055582284675512385
SARC,15,OLFML2B,0.0551548002181237,0.0551548002181237,0.0551548002181237
STAD,1,GREM1,0.17289980024952498,0.17289980024952498,0.17289980024952498
STAD,2,CXCL5,0.17229447712208287,0.17229447712208287,0.17229447712208287
STAD,3,NOMO3,0.1625291786361166,0.1625291786361166,0.1625291786361166
STAD,4,RCC1,0.13817442506872574,0.13817442506872574,0.13817442506872574
STAD,5,GKN1,0.13362492166499335,0.13362492166499335,0.13362492166499335
STAD,6,PSMD1,0.12835429519007951,0.12835429519007951,0.12835429519007951
STAD,7,GSDMB,0.12007954438306612,0.12007954438306612,0.12007954438306612
STAD,8,DAZ1,0.11995369482416197,0.11995369482416197,0.11995369482416197
STAD,9,ZNF706,0.10813276356414649,0.10813276356414649,0.10813276356414649
STAD,10,GOLGA3,0.10373734048504227,0.10373734048504227,0.10373734048504227
STAD,11,RRBP1,0.10258887098928608,0.10258887098928608,0.10258887098928608
STAD,12,TAF15,0.09706897563447882,0.09706897563447882,0.09706897563447882
STAD,13,NCOR1,0.09629681283036567,0.09629681283036567,0.09629681283036567
STAD,14,TNRC18,0.09315305030301863,0.09315305030301863,0.09315305030301863
STAD,15,GOLGA4,0.09292711204970434,0.09292711204970434,0.09292711204970434
THCA,1,FN1,0.054666512900224964,0.054666512900224964,0.054666512900224964
THCA,2,TSHR,0.0434876451194761,0.0434876451194761,0.0434876451194761
THCA,3,MAPKAPK3,0.04320703626200841,0.04320703626200841,0.04320703626200841
THCA,4,CTSB,0.04027509297844094,0.04027509297844094,0.04027509297844094
THCA,5,ITGB3,0.039865911992455386,0.039865911992455386,0.039865911992455386
THCA,6,NPC2,0.03939209639637908,0.03939209639637908,0.03939209639637908
THCA,7,ST3GAL5,0.03912417777281728,0.03912417777281728,0.03912417777281728
THCA,8,SNX5,0.03786760961821281,0.03786760961821281,0.03786760961821281
THCA,9,MUC15,0.03747918795039601,0.03747918795039601,0.03747918795039601
THCA,10,C10orf72,0.037180700651679346,0.037180700651679346,0.037180700651679346
THCA,11,ZBED2,0.036747442457758336,0.036747442457758336,0.036747442457758336
THCA,12,FOXE1,0.03653947000119843,0.03653947000119843,0.03653947000119843
THCA,13,SNX1,0.0364203343226228,0.0364203343226228,0.0364203343226228
THCA,14,DUSP6,0.03579725369192454,0.03579725369192454,0.03579725369192454
THCA,15,SLC17A5,0.03561719902102554,0.03561719902102554,0.03561719902102554
UCEC,1,DLX5,0.13247227906131107,0.13247227906131107,0.13247227906131107
UCEC,2,MSX1,0.11251051485417794,0.11251051485417794,0.11251051485417794
UCEC,3,RAVER1,0.09657115366608997,0.09657115366608997,0.09657115366608997
UCEC,4,ASRGL1,0.09072448638303544,0.09072448638303544,0.09072448638303544
UCEC,5,REC8,0.08921706790503245,0.08921706790503245,0.08921706790503245
UCEC,6,NACC1,0.08582549497655308,0.08582549497655308,0.08582549497655308
UCEC,7,PTMA,0.08517450811676312,0.08517450811676312,0.08517450811676312
UCEC,8,SSB,0.08227183676586224,0.08227183676586224,0.08227183676586224
UCEC,9,EMX2OS,0.07910229535427925,0.07910229535427925,0.07910229535427925
UCEC,10,HAPLN3,0.07901634101330228,0.07901634101330228,0.07901634101330228
UCEC,11,SOX17,0.07800104991232708,0.07800104991232708,0.07800104991232708
UCEC,12,PRAME,0.07782136668230019,0.07782136668230019,0.07782136668230019
UCEC,13,WDR82,0.0751130861783226,0.0751130861783226,0.0751130861783226
UCEC,14,HS6ST1,0.07198221727160521,0.07198221727160521,0.07198221727160521
UCEC,15,HOXB3,0.06956434829706742,0.06956434829706742,0.06956434829706742
