model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc_ovr_macro
MLP,0.9497635933806147,0.949613496227785,0.9396691067148213,0.949613496227785,0.9432339119715415,0.9525216850839703,0.9497635933806147,0.9501918330144613,0.998398848607024
