class,rank,gene,coef,class_direction_score,abs_coef
KIRC,1,NDUFA4L2,0.25123692952275023,0.25123692952275023,0.25123692952275023
KIRC,2,FXYD2,0.25063491024228984,0.25063491024228984,0.25063491024228984
KIRC,3,BCL2L1,0.22356060108405437,0.22356060108405437,0.22356060108405437
KIRC,4,CD59,0.1955797338020475,0.1955797338020475,0.1955797338020475
KIRC,5,SPP1,0.1935115539888826,0.1935115539888826,0.1935115539888826
KIRC,6,ENPEP,0.19020658991080946,0.19020658991080946,0.19020658991080946
KIRC,7,MALAT1,0.15457133101714787,0.15457133101714787,0.15457133101714787
KIRC,8,GPX3,0.14496635808796748,0.14496635808796748,0.14496635808796748
KIRC,9,GALNT11,0.1430407757651915,0.1430407757651915,0.1430407757651915
KIRC,10,HABP2,0.1393541028746719,0.1393541028746719,0.1393541028746719
KIRC,11,MGLL,0.13834515576104517,0.13834515576104517,0.13834515576104517
KIRC,12,CA12,0.13682250899275708,0.13682250899275708,0.13682250899275708
KIRC,13,ZNF395,0.12809989087737828,0.12809989087737828,0.12809989087737828
KIRC,14,KLK1,0.12752606213684317,0.12752606213684317,0.12752606213684317
KIRC,15,ACSM2B,0.12597934466106828,0.12597934466106828,0.12597934466106828
KIRP,1,AHR,0.17000869907434354,0.17000869907434354,0.17000869907434354
KIRP,2,RNF213,0.16543719754881575,0.16543719754881575,0.16543719754881575
KIRP,3,SERPINE2,0.16443672372490303,0.16443672372490303,0.16443672372490303
KIRP,4,VCAN,0.1613932064120953,0.1613932064120953,0.1613932064120953
KIRP,5,IGF2,0.15750846047874753,0.15750846047874753,0.15750846047874753
KIRP,6,SLC17A3,0.15363161540516154,0.15363161540516154,0.15363161540516154
KIRP,7,ANPEP,0.14752320978861877,0.14752320978861877,0.14752320978861877
KIRP,8,AIF1L,0.14373376913056052,0.14373376913056052,0.14373376913056052
KIRP,9,VCAM1,0.1412723137916615,0.1412723137916615,0.1412723137916615
KIRP,10,HMOX1,0.14103372599062614,0.14103372599062614,0.14103372599062614
KIRP,11,PFKP,0.13740216456825116,0.13740216456825116,0.13740216456825116
KIRP,12,CDH16,0.13609267968179098,0.13609267968179098,0.13609267968179098
KIRP,13,CNDP2,0.13456392199449882,0.13456392199449882,0.13456392199449882
KIRP,14,CTSC,0.13268251680750004,0.13268251680750004,0.13268251680750004
KIRP,15,LDHB,0.13044675804556966,0.13044675804556966,0.13044675804556966
LGG,1,PMP2,0.08847530502570079,0.08847530502570079,0.08847530502570079
LGG,2,DTNA,0.07550471858848512,0.07550471858848512,0.07550471858848512
LGG,3,FEZ1,0.07544811460237873,0.07544811460237873,0.07544811460237873
LGG,4,QKI,0.0753678243431732,0.0753678243431732,0.0753678243431732
LGG,5,GPM6A,0.07429224456299413,0.07429224456299413,0.07429224456299413
LGG,6,SLC1A3,0.07264823812577582,0.07264823812577582,0.07264823812577582
LGG,7,PTPRZ1,0.07143939082490762,0.07143939082490762,0.07143939082490762
LGG,8,BAALC,0.069827443938469,0.069827443938469,0.069827443938469
LGG,9,APC2,0.06940303160517662,0.06940303160517662,0.06940303160517662
LGG,10,MLC1,0.06932123995232815,0.06932123995232815,0.06932123995232815
LGG,11,PCDHGC3,0.06923793439005628,0.06923793439005628,0.06923793439005628
LGG,12,AQP4,0.06906374331948884,0.06906374331948884,0.06906374331948884
LGG,13,PEA15,0.06881844647034094,0.06881844647034094,0.06881844647034094
LGG,14,C1orf61,0.06846244236340224,0.06846244236340224,0.06846244236340224
LGG,15,CTNND2,0.06843306265279667,0.06843306265279667,0.06843306265279667
LIHC,1,SILV,0.1310092142413706,0.1310092142413706,0.1310092142413706
LIHC,2,CRP,0.11517735805723371,0.11517735805723371,0.11517735805723371
LIHC,3,TMSL3,0.09100462125368929,0.09100462125368929,0.09100462125368929
LIHC,4,C5,0.08701434082378412,0.08701434082378412,0.08701434082378412
LIHC,5,TM4SF4,0.08232957455961216,0.08232957455961216,0.08232957455961216
LIHC,6,HABP2,0.08191845739671107,0.08191845739671107,0.08191845739671107
LIHC,7,ALDH4A1,0.08112737911590913,0.08112737911590913,0.08112737911590913
LIHC,8,REG3G,0.08015631207012075,0.08015631207012075,0.08015631207012075
LIHC,9,AGT,0.0799213814351123,0.0799213814351123,0.0799213814351123
LIHC,10,PFN1,0.07963014647143737,0.07963014647143737,0.07963014647143737
LIHC,11,F10,0.07891556903678154,0.07891556903678154,0.07891556903678154
LIHC,12,C1QC,0.07890915731826911,0.07890915731826911,0.07890915731826911
LIHC,13,SLC39A14,0.07832162375534257,0.07832162375534257,0.07832162375534257
LIHC,14,C3,0.0718861058629973,0.0718861058629973,0.0718861058629973
LIHC,15,C4A,0.0708078934683596,0.0708078934683596,0.0708078934683596
LUAD,1,HMGB3,0.24710762690190025,0.24710762690190025,0.24710762690190025
LUAD,2,PLUNC,0.21986335667253726,0.21986335667253726,0.21986335667253726
LUAD,3,SCGB1A1,0.21905243049916312,0.21905243049916312,0.21905243049916312
LUAD,4,LDHB,0.21019310740579997,0.21019310740579997,0.21019310740579997
LUAD,5,ADAM9,0.2000618325914859,0.2000618325914859,0.2000618325914859
LUAD,6,TNFSF10,0.19702175786483891,0.19702175786483891,0.19702175786483891
LUAD,7,TXNRD1,0.19300944220692018,0.19300944220692018,0.19300944220692018
LUAD,8,SOX4,0.17326033581393815,0.17326033581393815,0.17326033581393815
LUAD,9,SFTPA1,0.16802214334021154,0.16802214334021154,0.16802214334021154
LUAD,10,PLXND1,0.165968930526868,0.165968930526868,0.165968930526868
LUAD,11,PLAU,0.16492149381577012,0.16492149381577012,0.16492149381577012
LUAD,12,SFTPA2,0.1627079222862003,0.1627079222862003,0.1627079222862003
LUAD,13,MMP11,0.16196805806961334,0.16196805806961334,0.16196805806961334
LUAD,14,CXCL17,0.1587037952682347,0.1587037952682347,0.1587037952682347
LUAD,15,NCOR2,0.1570154013508899,0.1570154013508899,0.1570154013508899
LUSC,1,SAT1,0.21971178779657183,0.21971178779657183,0.21971178779657183
LUSC,2,FTH1,0.1997250349647141,0.1997250349647141,0.1997250349647141
LUSC,3,ABCA3,0.1943016132501779,0.1943016132501779,0.1943016132501779
LUSC,4,ADAM6,0.19246156930771247,0.19246156930771247,0.19246156930771247
LUSC,5,PCBP2,0.17871711948533378,0.17871711948533378,0.17871711948533378
LUSC,6,MEG3,0.176299422670198,0.176299422670198,0.176299422670198
LUSC,7,SFTPC,0.17604026454082164,0.17604026454082164,0.17604026454082164
LUSC,8,RPS4Y1,0.17460846203051522,0.17460846203051522,0.17460846203051522
LUSC,9,IGJ,0.17284673136227913,0.17284673136227913,0.17284673136227913
LUSC,10,PTGS2,0.1722516466395137,0.1722516466395137,0.1722516466395137
LUSC,11,TMPRSS4,0.1704488636301037,0.1704488636301037,0.1704488636301037
LUSC,12,PGK1,0.16744533964083952,0.16744533964083952,0.16744533964083952
LUSC,13,CXCR4,0.16552339975569208,0.16552339975569208,0.16552339975569208
LUSC,14,SFTPD,0.16457058966959356,0.16457058966959356,0.16457058966959356
LUSC,15,RPL17,0.16221180219074774,0.16221180219074774,0.16221180219074774
OV,1,PTGS1,0.20978164233569324,0.20978164233569324,0.20978164233569324
OV,2,CD47,0.159630895094702,0.159630895094702,0.159630895094702
OV,3,VTCN1,0.1555680915424966,0.1555680915424966,0.1555680915424966
OV,4,PCBP2,0.14260419199892352,0.14260419199892352,0.14260419199892352
OV,5,SPON1,0.13237432304361804,0.13237432304361804,0.13237432304361804
OV,6,BHLHE41,0.12069027401926115,0.12069027401926115,0.12069027401926115
OV,7,FOLR1,0.11821381112815116,0.11821381112815116,0.11821381112815116
OV,8,KLK7,0.11545990773671462,0.11545990773671462,0.11545990773671462
OV,9,THSD4,0.11225979348769786,0.11225979348769786,0.11225979348769786
OV,10,MUC16,0.11149443119670488,0.11149443119670488,0.11149443119670488
OV,11,EIF4A2,0.10983357731854394,0.10983357731854394,0.10983357731854394
OV,12,ATN1,0.10925402897974594,0.10925402897974594,0.10925402897974594
OV,13,IGF2,0.1091434658217748,0.1091434658217748,0.1091434658217748
OV,14,LAPTM4A,0.10704506743654231,0.10704506743654231,0.10704506743654231
OV,15,CRABP2,0.10425589613639467,0.10425589613639467,0.10425589613639467
PAAD,1,INS,0.21177098958366108,0.21177098958366108,0.21177098958366108
PAAD,2,ATP2A3,0.1846567068736579,0.1846567068736579,0.1846567068736579
PAAD,3,GCG,0.18399436393948518,0.18399436393948518,0.18399436393948518
PAAD,4,CTSE,0.17450879774482989,0.17450879774482989,0.17450879774482989
PAAD,5,SFRP2,0.16963088139985133,0.16963088139985133,0.16963088139985133
PAAD,6,FCGBP,0.16582957249732672,0.16582957249732672,0.16582957249732672
PAAD,7,ANXA4,0.16098458397534726,0.16098458397534726,0.16098458397534726
PAAD,8,MMP7,0.15778330878857857,0.15778330878857857,0.15778330878857857
PAAD,9,SST,0.15540272631641333,0.15540272631641333,0.15540272631641333
PAAD,10,TTR,0.1347099242157595,0.1347099242157595,0.1347099242157595
PAAD,11,PTPRN,0.1342011704940598,0.1342011704940598,0.1342011704940598
PAAD,12,TXNIP,0.13323318900531309,0.13323318900531309,0.13323318900531309
PAAD,13,SPINK4,0.1330551490833568,0.1330551490833568,0.1330551490833568
PAAD,14,DDIT4,0.1322213815560701,0.1322213815560701,0.1322213815560701
PAAD,15,COL16A1,0.1256971626621045,0.1256971626621045,0.1256971626621045
PCPG,1,CHGA,0.13443439284461364,0.13443439284461364,0.13443439284461364
PCPG,2,STMN2,0.12404587468549227,0.12404587468549227,0.12404587468549227
PCPG,3,RGS5,0.10875825179165073,0.10875825179165073,0.10875825179165073
PCPG,4,DLK1,0.1079179407700422,0.1079179407700422,0.1079179407700422
PCPG,5,CHRNA3,0.10783074939628531,0.10783074939628531,0.10783074939628531
PCPG,6,DBH,0.10513938599148717,0.10513938599148717,0.10513938599148717
PCPG,7,HAND2,0.10366456565720313,0.10366456565720313,0.10366456565720313
PCPG,8,L1CAM,0.10210219133691063,0.10210219133691063,0.10210219133691063
PCPG,9,TH,0.10095081807769331,0.10095081807769331,0.10095081807769331
PCPG,10,CYB561,0.0970284625090493,0.0970284625090493,0.0970284625090493
PCPG,11,TMEM130,0.09652257451362181,0.09652257451362181,0.09652257451362181
PCPG,12,BSCL2,0.09199150555784472,0.09199150555784472,0.09199150555784472
PCPG,13,ATP1A3,0.08968615108785638,0.08968615108785638,0.08968615108785638
PCPG,14,HMP19,0.08633426148244688,0.08633426148244688,0.08633426148244688
PCPG,15,FAIM2,0.08509323614764934,0.08509323614764934,0.08509323614764934
PRAD,1,NKX3-1,0.11134664456819832,0.11134664456819832,0.11134664456819832
PRAD,2,HOXB13,0.10942975798119862,0.10942975798119862,0.10942975798119862
PRAD,3,STEAP2,0.09540283951413865,0.09540283951413865,0.09540283951413865
PRAD,4,KLK4,0.08625764818443399,0.08625764818443399,0.08625764818443399
PRAD,5,KLK2,0.08369764452575292,0.08369764452575292,0.08369764452575292
PRAD,6,PPP3CA,0.08283874055394566,0.08283874055394566,0.08283874055394566
PRAD,7,TMPRSS2,0.08140140304145335,0.08140140304145335,0.08140140304145335
PRAD,8,C19orf48,0.07927710561083055,0.07927710561083055,0.07927710561083055
PRAD,9,TRPM4,0.07885143097598665,0.07885143097598665,0.07885143097598665
PRAD,10,TARP,0.07761606187371375,0.07761606187371375,0.07761606187371375
PRAD,11,KLK3,0.07693272544005562,0.07693272544005562,0.07693272544005562
PRAD,12,SLC45A3,0.07627786198449305,0.07627786198449305,0.07627786198449305
PRAD,13,TRPM8,0.0762014737335061,0.0762014737335061,0.0762014737335061
PRAD,14,SPDEF,0.07613758741159138,0.07613758741159138,0.07613758741159138
PRAD,15,ATP2C1,0.0746526579863719,0.0746526579863719,0.0746526579863719
SARC,1,KANK2,0.14392913864112775,0.14392913864112775,0.14392913864112775
SARC,2,CXCL12,0.1272447425449527,0.1272447425449527,0.1272447425449527
SARC,3,FGFR1,0.11612900161474285,0.11612900161474285,0.11612900161474285
SARC,4,TIMP2,0.09775359351506394,0.09775359351506394,0.09775359351506394
SARC,5,OLFML2B,0.09662194631179143,0.09662194631179143,0.09662194631179143
SARC,6,CD99,0.09552735206645784,0.09552735206645784,0.09552735206645784
SARC,7,COL2A1,0.09299587068727155,0.09299587068727155,0.09299587068727155
SARC,8,CTSK,0.09279592868946951,0.09279592868946951,0.09279592868946951
SARC,9,COL14A1,0.09207330901897322,0.09207330901897322,0.09207330901897322
SARC,10,COL6A1,0.09089226062796486,0.09089226062796486,0.09089226062796486
SARC,11,CD248,0.0885212651079887,0.0885212651079887,0.0885212651079887
SARC,12,WDR1,0.08848045239202187,0.08848045239202187,0.08848045239202187
SARC,13,SERPINE2,0.08566168171930179,0.08566168171930179,0.08566168171930179
SARC,14,ANXA2P2,0.0842495326866118,0.0842495326866118,0.0842495326866118
SARC,15,PKN1,0.08357084525692768,0.08357084525692768,0.08357084525692768
STAD,1,GREM1,0.3206683458513062,0.3206683458513062,0.3206683458513062
STAD,2,RRBP1,0.27412586131750394,0.27412586131750394,0.27412586131750394
STAD,3,CXCL5,0.23463288428031764,0.23463288428031764,0.23463288428031764
STAD,4,HNRNPA2B1,0.22736676726636176,0.22736676726636176,0.22736676726636176
STAD,5,ZFP36L2,0.2257396937172114,0.2257396937172114,0.2257396937172114
STAD,6,IGJ,0.2148218781456471,0.2148218781456471,0.2148218781456471
STAD,7,HSP90AB1,0.19350515090362724,0.19350515090362724,0.19350515090362724
STAD,8,UBB,0.19005759026760952,0.19005759026760952,0.19005759026760952
STAD,9,CTSA,0.18502758095642724,0.18502758095642724,0.18502758095642724
STAD,10,HSPA8,0.18332601429693665,0.18332601429693665,0.18332601429693665
STAD,11,POLR2A,0.18182128526678884,0.18182128526678884,0.18182128526678884
STAD,12,CEACAM6,0.1817172124070141,0.1817172124070141,0.1817172124070141
STAD,13,ENC1,0.1810313303299661,0.1810313303299661,0.1810313303299661
STAD,14,S100A10,0.17917674569357647,0.17917674569357647,0.17917674569357647
STAD,15,MKI67,0.17832930741573755,0.17832930741573755,0.17832930741573755
THCA,1,CTSB,0.11803469607566378,0.11803469607566378,0.11803469607566378
THCA,2,TSHR,0.11701989591207845,0.11701989591207845,0.11701989591207845
THCA,3,NPC2,0.10715614149517068,0.10715614149517068,0.10715614149517068
THCA,4,FN1,0.10612394874909031,0.10612394874909031,0.10612394874909031
THCA,5,SNX1,0.09839333091412557,0.09839333091412557,0.09839333091412557
THCA,6,PAX8,0.09119462882713646,0.09119462882713646,0.09119462882713646
THCA,7,NPNT,0.09080198224235848,0.09080198224235848,0.09080198224235848
THCA,8,PPAP2B,0.0907544326282951,0.0907544326282951,0.0907544326282951
THCA,9,APLP2,0.08976491892705296,0.08976491892705296,0.08976491892705296
THCA,10,IYD,0.0865641275974293,0.0865641275974293,0.0865641275974293
THCA,11,LMO3,0.08604032174529515,0.08604032174529515,0.08604032174529515
THCA,12,TG,0.08585663568758362,0.08585663568758362,0.08585663568758362
THCA,13,KCNJ16,0.08398561911410503,0.08398561911410503,0.08398561911410503
THCA,14,DIO2,0.0814983945258744,0.0814983945258744,0.0814983945258744
THCA,15,DUSP6,0.08048765654185334,0.08048765654185334,0.08048765654185334
UCEC,1,MSX1,0.2769611450695017,0.2769611450695017,0.2769611450695017
UCEC,2,PTMA,0.22426932860168844,0.22426932860168844,0.22426932860168844
UCEC,3,ASRGL1,0.19782679281770982,0.19782679281770982,0.19782679281770982
UCEC,4,LGALS3BP,0.1552986822496706,0.1552986822496706,0.1552986822496706
UCEC,5,PRKCSH,0.15352987428511986,0.15352987428511986,0.15352987428511986
UCEC,6,BST2,0.14940888700600113,0.14940888700600113,0.14940888700600113
UCEC,7,MMP7,0.14615735236746585,0.14615735236746585,0.14615735236746585
UCEC,8,C19orf63,0.13616677906518224,0.13616677906518224,0.13616677906518224
UCEC,9,CAPS,0.1283778863010778,0.1283778863010778,0.1283778863010778
UCEC,10,MARCKSL1,0.1255096364701017,0.1255096364701017,0.1255096364701017
UCEC,11,NCRNA00188,0.1243204912474734,0.1243204912474734,0.1243204912474734
UCEC,12,DNAJC10,0.12384902915406477,0.12384902915406477,0.12384902915406477
UCEC,13,PPP2R1A,0.1216116831664428,0.1216116831664428,0.1216116831664428
UCEC,14,LAMC1,0.12109813505722788,0.12109813505722788,0.12109813505722788
UCEC,15,PRSS8,0.12084966039414499,0.12084966039414499,0.12084966039414499
