model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc_ovr_macro
MLP,0.9592198581560284,0.9566388779702948,0.9525369329977058,0.9566388779702948,0.953589925731122,0.9610828879002988,0.9592198581560284,0.9593336762131014,0.9983692926256806
